year,rank,rider,time,team,margin,winning_time_parts,finishing_time_parts,country
2020,13,richard carapaz (ecu),"+ 25' 53""",ineos grenadiers,"[0, 25, 53]","[87, 20, 5]","[87, 45, 58]",ecu
2020,14,warren barguil (fra),"+ 31' 04""",arkéa–samsic,"[0, 31, 4]","[87, 20, 5]","[87, 51, 9]",fra
2020,15,sepp kuss (usa),"+ 42' 20""",team jumbo–visma,"[0, 42, 20]","[87, 20, 5]","[87, 62, 25]",usa
2020,16,pello bilbao (esp),"+ 55' 56""",bahrain–mclaren,"[0, 55, 56]","[87, 20, 5]","[87, 75, 61]",esp
2020,17,nairo quintana (col),"+ 1h 03' 07""",arkéa–samsic,"[1, 3, 7]","[87, 20, 5]","[88, 23, 12]",col
2020,18,pierre rolland (fra),"+ 1h 08' 26""",b&b hotels–vital concept,"[1, 8, 26]","[87, 20, 5]","[88, 28, 31]",fra
2020,19,carlos verona (esp),"+ 1h 19' 54""",movistar team,"[1, 19, 54]","[87, 20, 5]","[88, 39, 59]",esp
2020,20,wout van aert (bel),"+ 1h 20' 31""",team jumbo–visma,"[1, 20, 31]","[87, 20, 5]","[88, 40, 36]",bel
2020,21,marc soler (esp),"+ 1h 31' 53""",movistar team,"[1, 31, 53]","[87, 20, 5]","[88, 51, 58]",esp
2020,22,gorka izagirre (esp),"+ 1h 36' 12""",astana,"[1, 36, 12]","[87, 20, 5]","[88, 56, 17]",esp
2020,23,esteban chaves (col),"+ 1h 38' 45""",mitchelton–scott,"[1, 38, 45]","[87, 20, 5]","[88, 58, 50]",col
2020,24,sébastien reichenbach (sui),"+ 1h 39' 27""",groupama–fdj,"[1, 39, 27]","[87, 20, 5]","[88, 59, 32]",sui
2020,25,kenny elissonde (fra),"+ 1h 40' 06""",trek–segafredo,"[1, 40, 6]","[87, 20, 5]","[88, 60, 11]",fra
2020,26,mikaël cherel (fra),"+ 1h 40' 51""",ag2r la mondiale,"[1, 40, 51]","[87, 20, 5]","[88, 60, 56]",fra
2020,27,valentin madouas (fra),"+ 1h 42' 43""",groupama–fdj,"[1, 42, 43]","[87, 20, 5]","[88, 62, 48]",fra
2020,28,daniel martínez (col),"+ 1h 55' 12""",ef pro cycling,"[1, 55, 12]","[87, 20, 5]","[88, 75, 17]",col
2020,29,thibaut pinot (fra),"+ 1h 59' 54""",groupama–fdj,"[1, 59, 54]","[87, 20, 5]","[88, 79, 59]",fra
2020,30,michał kwiatkowski (pol),"+ 2h 06' 32""",ineos grenadiers,"[2, 6, 32]","[87, 20, 5]","[89, 26, 37]",pol
2020,31,romain sicard (fra),"+ 2h 13' 02""",total direct énergie,"[2, 13, 2]","[87, 20, 5]","[89, 33, 7]",fra
2020,32,luis león sánchez (esp),"+ 2h 13' 47""",astana,"[2, 13, 47]","[87, 20, 5]","[89, 33, 52]",esp
2020,33,lennard kämna (ger),"+ 2h 15' 39""",bora–hansgrohe,"[2, 15, 39]","[87, 20, 5]","[89, 35, 44]",ger
2020,34,george bennett (nzl),"+ 2h 15' 49""",team jumbo–visma,"[2, 15, 49]","[87, 20, 5]","[89, 35, 54]",nzl
2020,35,alexis vuillermoz (fra),"+ 2h 16' 19""",ag2r la mondiale,"[2, 16, 19]","[87, 20, 5]","[89, 36, 24]",fra
2020,36,julian alaphilippe (fra),"+ 2h 19' 11""",deceuninck–quick-step,"[2, 19, 11]","[87, 20, 5]","[89, 39, 16]",fra
2020,37,hugh carthy (gbr),"+ 2h 20' 31""",ef pro cycling,"[2, 20, 31]","[87, 20, 5]","[89, 40, 36]",gbr
2020,38,emanuel buchmann (ger),"+ 2h 21' 57""",bora–hansgrohe,"[2, 21, 57]","[87, 20, 5]","[89, 41, 62]",ger
2020,39,rudy molard (fra),"+ 2h 26' 53""",groupama–fdj,"[2, 26, 53]","[87, 20, 5]","[89, 46, 58]",fra
2020,40,jan polanc (slo),"+ 2h 29' 54""",uae team emirates,"[2, 29, 54]","[87, 20, 5]","[89, 49, 59]",slo
2020,41,dan martin (irl),"+ 2h 30' 25""",israel start-up nation,"[2, 30, 25]","[87, 20, 5]","[89, 50, 30]",irl
2020,42,robert gesink (ned),"+ 2h 30' 35""",team jumbo–visma,"[2, 30, 35]","[87, 20, 5]","[89, 50, 40]",ned
2020,43,bob jungels (lux),"+ 2h 33' 30""",deceuninck–quick-step,"[2, 33, 30]","[87, 20, 5]","[89, 53, 35]",lux
2020,44,jesús herrada (esp),"+ 2h 34' 50""",cofidis,"[2, 34, 50]","[87, 20, 5]","[89, 54, 55]",esp
2020,45,harold tejada (col),"+ 2h 37' 02""",astana,"[2, 37, 2]","[87, 20, 5]","[89, 57, 7]",col
2020,46,alexey lutsenko (kaz),"+ 2h 39' 37""",astana,"[2, 39, 37]","[87, 20, 5]","[89, 59, 42]",kaz
2020,47,hugo houle (can),"+ 2h 39' 54""",astana,"[2, 39, 54]","[87, 20, 5]","[89, 59, 59]",can
2020,48,simon geschke (ger),"+ 2h 44' 27""",ccc team,"[2, 44, 27]","[87, 20, 5]","[89, 64, 32]",ger
2020,49,nicolas edet (fra),"+ 2h 48' 44""",cofidis,"[2, 48, 44]","[87, 20, 5]","[89, 68, 49]",fra
2020,50,greg van avermaet (bel),"+ 2h 49' 50""",ccc team,"[2, 49, 50]","[87, 20, 5]","[89, 69, 55]",bel
2020,51,niklas eg (den),"+ 2h 50' 04""",trek–segafredo,"[2, 50, 4]","[87, 20, 5]","[89, 70, 9]",den
2020,52,thomas de gendt (bel),"+ 2h 51' 56""",lotto–soudal,"[2, 51, 56]","[87, 20, 5]","[89, 71, 61]",bel
2020,53,quentin pacher (fra),"+ 2h 54' 17""",b&b hotels–vital concept,"[2, 54, 17]","[87, 20, 5]","[89, 74, 22]",fra
2020,54,marc hirschi (sui),"+ 2h 54' 34""",team sunweb,"[2, 54, 34]","[87, 20, 5]","[89, 74, 39]",sui
2020,55,nelson oliveira (por),"+ 3h 01' 41""",movistar team,"[3, 1, 41]","[87, 20, 5]","[90, 21, 46]",por
2020,56,neilson powless (usa),"+ 3h 03' 09""",ef pro cycling,"[3, 3, 9]","[87, 20, 5]","[90, 23, 14]",usa
2020,57,maximilian schachmann (ger),"+ 3h 03' 28""",bora–hansgrohe,"[3, 3, 28]","[87, 20, 5]","[90, 23, 33]",ger
2020,58,søren kragh andersen (den),"+ 3h 06' 26""",team sunweb,"[3, 6, 26]","[87, 20, 5]","[90, 26, 31]",den
2020,59,dylan van baarle (ned),"+ 3h 07' 42""",ineos grenadiers,"[3, 7, 42]","[87, 20, 5]","[90, 27, 47]",ned
2020,60,omar fraile (esp),"+ 3h 13' 41""",astana,"[3, 13, 41]","[87, 20, 5]","[90, 33, 46]",esp
2020,61,oliver naesen (bel),"+ 3h 22' 04""",ag2r la mondiale,"[3, 22, 4]","[87, 20, 5]","[90, 42, 9]",bel
2020,62,alberto bettiol (ita),"+ 3h 24' 55""",ef pro cycling,"[3, 24, 55]","[87, 20, 5]","[90, 44, 60]",ita
2020,63,felix großschartner (aut),"+ 3h 25' 17""",bora–hansgrohe,"[3, 25, 17]","[87, 20, 5]","[90, 45, 22]",aut
2020,64,nicolas roche (irl),"+ 3h 27' 13""",team sunweb,"[3, 27, 13]","[87, 20, 5]","[90, 47, 18]",irl
2020,65,nans peters (fra),"+ 3h 27' 46""",ag2r la mondiale,"[3, 27, 46]","[87, 20, 5]","[90, 47, 51]",fra
2020,66,winner anacona (col),"+ 3h 32' 40""",arkéa–samsic,"[3, 32, 40]","[87, 20, 5]","[90, 52, 45]",col
2020,67,jan hirt (cze),"+ 3h 34' 58""",ccc team,"[3, 34, 58]","[87, 20, 5]","[90, 54, 63]",cze
2020,68,ben hermans (bel),"+ 3h 37' 12""",israel start-up nation,"[3, 37, 12]","[87, 20, 5]","[90, 57, 17]",bel
2020,69,michael schär (sui),"+ 3h 38' 55""",ccc team,"[3, 38, 55]","[87, 20, 5]","[90, 58, 60]",sui
2020,70,josé joaquín rojas (esp),"+ 3h 40' 49""",movistar team,"[3, 40, 49]","[87, 20, 5]","[90, 60, 54]",esp
2020,71,jasper stuyven (bel),"+ 3h 40' 52""",trek–segafredo,"[3, 40, 52]","[87, 20, 5]","[90, 60, 57]",bel
2020,72,david de la cruz (esp),"+ 3h 41' 20""",uae team emirates,"[3, 41, 20]","[87, 20, 5]","[90, 61, 25]",esp
2020,73,michael valgren (den),"+ 3h 41' 45""",ntt pro cycling,"[3, 41, 45]","[87, 20, 5]","[90, 61, 50]",den
2020,74,imanol erviti (esp),"+ 3h 48' 00""",movistar team,"[3, 48, 0]","[87, 20, 5]","[90, 68, 5]",esp
2020,75,tiesj benoot (bel),"+ 3h 48' 50""",team sunweb,"[3, 48, 50]","[87, 20, 5]","[90, 68, 55]",bel
2020,76,matej mohorič (slo),"+ 3h 49' 02""",bahrain–mclaren,"[3, 49, 2]","[87, 20, 5]","[90, 69, 7]",slo
2020,77,andrey amador (crc),"+ 3h 49' 04""",ineos grenadiers,"[3, 49, 4]","[87, 20, 5]","[90, 69, 9]",crc
2020,78,cyril gautier (fra),"+ 3h 51' 57""",b&b hotels–vital concept,"[3, 51, 57]","[87, 20, 5]","[90, 71, 62]",fra
2020,79,matteo trentin (ita),"+ 3h 52' 10""",ccc team,"[3, 52, 10]","[87, 20, 5]","[90, 72, 15]",ita
2020,80,dario cataldo (ita),"+ 3h 52' 51""",movistar team,"[3, 52, 51]","[87, 20, 5]","[90, 72, 56]",ita
2020,81,toms skujiņš (lat),"+ 3h 53' 09""",trek–segafredo,"[3, 53, 9]","[87, 20, 5]","[90, 73, 14]",lat
2020,82,vegard stake laengen (nor),"+ 3h 53' 17""",uae team emirates,"[3, 53, 17]","[87, 20, 5]","[90, 73, 22]",nor
2020,83,jack bauer (nzl),"+ 4h 00' 34""",mitchelton–scott,"[4, 0, 34]","[87, 20, 5]","[91, 20, 39]",nzl
2020,84,peter sagan (svk),"+ 4h 04' 15""",bora–hansgrohe,"[4, 4, 15]","[87, 20, 5]","[91, 24, 20]",svk
2020,85,krists neilands (lat),"+ 4h 11' 03""",israel start-up nation,"[4, 11, 3]","[87, 20, 5]","[91, 31, 8]",lat
2020,86,pierre-luc périchon (fra),"+ 4h 14' 28""",cofidis,"[4, 14, 28]","[87, 20, 5]","[91, 34, 33]",fra
2020,87,pavel sivakov (rus),"+ 4h 15' 38""",ineos grenadiers,"[4, 15, 38]","[87, 20, 5]","[91, 35, 43]",rus
2020,88,luka mezgec (slo),"+ 4h 17' 07""",mitchelton–scott,"[4, 17, 7]","[87, 20, 5]","[91, 37, 12]",slo
2020,89,jens keukeleire (bel),"+ 4h 18' 47""",ef pro cycling,"[4, 18, 47]","[87, 20, 5]","[91, 38, 52]",bel
2020,90,dries devenyns (bel),"+ 4h 20' 41""",deceuninck–quick-step,"[4, 20, 41]","[87, 20, 5]","[91, 40, 46]",bel
2020,91,tejay van garderen (usa),"+ 4h 22' 20""",ef pro cycling,"[4, 22, 20]","[87, 20, 5]","[91, 42, 25]",usa
2020,92,casper pedersen (den),"+ 4h 24' 13""",team sunweb,"[4, 24, 13]","[87, 20, 5]","[91, 44, 18]",den
2020,93,sonny colbrelli (ita),"+ 4h 24' 42""",bahrain–mclaren,"[4, 24, 42]","[87, 20, 5]","[91, 44, 47]",ita
2020,94,mathieu ladagnous (fra),"+ 4h 24' 52""",groupama–fdj,"[4, 24, 52]","[87, 20, 5]","[91, 44, 57]",fra
2020,95,dayer quintana (col),"+ 4h 25' 50""",arkéa–samsic,"[4, 25, 50]","[87, 20, 5]","[91, 45, 55]",col
2020,96,cyril barthe (fra),"+ 4h 27' 07""",b&b hotels–vital concept,"[4, 27, 7]","[87, 20, 5]","[91, 47, 12]",fra
2020,97,daryl impey (rsa),"+ 4h 28' 39""",mitchelton–scott,"[4, 28, 39]","[87, 20, 5]","[91, 48, 44]",rsa
2020,98,tom van asbroeck (bel),"+ 4h 33' 17""",israel start-up nation,"[4, 33, 17]","[87, 20, 5]","[91, 53, 22]",bel
2020,99,christopher juul-jensen (den),"+ 4h 34' 03""",mitchelton–scott,"[4, 34, 3]","[87, 20, 5]","[91, 54, 8]",den
2020,100,alessandro de marchi (ita),"+ 4h 34' 06""",ccc team,"[4, 34, 6]","[87, 20, 5]","[91, 54, 11]",ita
2020,101,edvald boasson hagen (nor),"+ 4h 34' 19""",ntt pro cycling,"[4, 34, 19]","[87, 20, 5]","[91, 54, 24]",nor
2020,102,kévin ledanois (fra),"+ 4h 35' 48""",arkéa–samsic,"[4, 35, 48]","[87, 20, 5]","[91, 55, 53]",fra
2020,103,joris nieuwenhuis (ned),"+ 4h 38' 50""",team sunweb,"[4, 38, 50]","[87, 20, 5]","[91, 58, 55]",ned
2020,104,clément venturini (fra),"+ 4h 39' 08""",ag2r la mondiale,"[4, 39, 8]","[87, 20, 5]","[91, 59, 13]",fra
2020,105,daniel oss (ita),"+ 4h 40' 46""",bora–hansgrohe,"[4, 40, 46]","[87, 20, 5]","[91, 60, 51]",ita
2020,106,connor swift (gbr),"+ 4h 41' 59""",arkéa–samsic,"[4, 41, 59]","[87, 20, 5]","[91, 61, 64]",gbr
2020,107,christophe laporte (fra),"+ 4h 44' 30""",cofidis,"[4, 44, 30]","[87, 20, 5]","[91, 64, 35]",fra
2020,108,anthony turgis (fra),"+ 4h 44' 57""",total direct énergie,"[4, 44, 57]","[87, 20, 5]","[91, 64, 62]",fra
2020,109,roman kreuziger (cze),"+ 4h 45' 26""",ntt pro cycling,"[4, 45, 26]","[87, 20, 5]","[91, 65, 31]",cze
2020,110,wout poels (ned),"+ 4h 47' 23""",bahrain–mclaren,"[4, 47, 23]","[87, 20, 5]","[91, 67, 28]",ned
2020,111,marco marcato (ita),"+ 4h 48' 47""",uae team emirates,"[4, 48, 47]","[87, 20, 5]","[91, 68, 52]",ita
2020,112,simone consonni (ita),"+ 4h 53' 50""",cofidis,"[4, 53, 50]","[87, 20, 5]","[91, 73, 55]",ita
2020,113,rémi cavagna (fra),"+ 4h 58' 46""",deceuninck–quick-step,"[4, 58, 46]","[87, 20, 5]","[91, 78, 51]",fra
2020,114,kasper asgreen (den),"+ 5h 00' 04""",deceuninck–quick-step,"[5, 0, 4]","[87, 20, 5]","[92, 20, 9]",den
2020,115,hugo hofstetter (fra),"+ 5h 00' 14""",israel start-up nation,"[5, 0, 14]","[87, 20, 5]","[92, 20, 19]",fra
2020,116,benoît cosnefroy (fra),"+ 5h 00' 43""",ag2r la mondiale,"[5, 0, 43]","[87, 20, 5]","[92, 20, 48]",fra
2020,117,fabien grellier (fra),"+ 5h 01' 32""",total direct énergie,"[5, 1, 32]","[87, 20, 5]","[92, 21, 37]",fra
2020,118,tony martin (ger),"+ 5h 05' 28""",team jumbo–visma,"[5, 5, 28]","[87, 20, 5]","[92, 25, 33]",ger
2020,119,edward theuns (bel),"+ 5h 08' 10""",trek–segafredo,"[5, 8, 10]","[87, 20, 5]","[92, 28, 15]",bel
2020,120,nils politt (ger),"+ 5h 09' 02""",israel start-up nation,"[5, 9, 2]","[87, 20, 5]","[92, 29, 7]",ger
2020,121,ryan gibbons (rsa),"+ 5h 09' 32""",ntt pro cycling,"[5, 9, 32]","[87, 20, 5]","[92, 29, 37]",rsa
2020,122,bryan coquard (fra),"+ 5h 10' 32""",b&b hotels–vital concept,"[5, 10, 32]","[87, 20, 5]","[92, 30, 37]",fra
2020,123,geoffrey soupe (fra),"+ 5h 10' 40""",total direct énergie,"[5, 10, 40]","[87, 20, 5]","[92, 30, 45]",fra
2020,124,mads pedersen (den),"+ 5h 11' 03""",trek–segafredo,"[5, 11, 3]","[87, 20, 5]","[92, 31, 8]",den
2020,125,jonas koch (ger),"+ 5h 12' 04""",ccc team,"[5, 12, 4]","[87, 20, 5]","[92, 32, 9]",ger
2020,126,nikias arndt (ger),"+ 5h 13' 11""",team sunweb,"[5, 13, 11]","[87, 20, 5]","[92, 33, 16]",ger
2020,127,tim declercq (bel),"+ 5h 14' 52""",deceuninck–quick-step,"[5, 14, 52]","[87, 20, 5]","[92, 34, 57]",bel
2020,128,amund grøndahl jansen (nor),"+ 5h 17' 28""",team jumbo–visma,"[5, 17, 28]","[87, 20, 5]","[92, 37, 33]",nor
2020,129,luke rowe (gbr),"+ 5h 17' 50""",ineos grenadiers,"[5, 17, 50]","[87, 20, 5]","[92, 37, 55]",gbr
2020,130,michael mørkøv (den),"+ 5h 26' 21""",deceuninck–quick-step,"[5, 26, 21]","[87, 20, 5]","[92, 46, 26]",den
2020,131,mathieu burgaudeau (fra),"+ 5h 27' 38""",total direct énergie,"[5, 27, 38]","[87, 20, 5]","[92, 47, 43]",fra
2020,132,alexander kristoff (nor),"+ 5h 28' 28""",uae team emirates,"[5, 28, 28]","[87, 20, 5]","[92, 48, 33]",nor
2020,133,clément russo (fra),"+ 5h 28' 45""",arkéa–samsic,"[5, 28, 45]","[87, 20, 5]","[92, 48, 50]",fra
2020,134,max walscheid (ger),"+ 5h 29' 38""",ntt pro cycling,"[5, 29, 38]","[87, 20, 5]","[92, 49, 43]",ger
2020,135,elia viviani (ita),"+ 5h 30' 01""",cofidis,"[5, 30, 1]","[87, 20, 5]","[92, 50, 6]",ita
2020,136,maxime chevalier (fra),"+ 5h 31' 30""",b&b hotels–vital concept,"[5, 31, 30]","[87, 20, 5]","[92, 51, 35]",fra
2020,137,kévin reza (fra),"+ 5h 31' 37""",b&b hotels–vital concept,"[5, 31, 37]","[87, 20, 5]","[92, 51, 42]",fra
2020,138,sam bennett (irl),"+ 5h 32' 33""",deceuninck–quick-step,"[5, 32, 33]","[87, 20, 5]","[92, 52, 38]",irl
2020,139,guy niv (isr),"+ 5h 34' 43""",israel start-up nation,"[5, 34, 43]","[87, 20, 5]","[92, 54, 48]",isr
2020,140,cees bol (ned),"+ 5h 38' 16""",team sunweb,"[5, 38, 16]","[87, 20, 5]","[92, 58, 21]",ned
2020,141,niccolò bonifazio (ita),"+ 5h 42' 13""",total direct énergie,"[5, 42, 13]","[87, 20, 5]","[92, 62, 18]",ita
2020,142,jasper de buyst (bel),"+ 5h 43' 07""",lotto–soudal,"[5, 43, 7]","[87, 20, 5]","[92, 63, 12]",bel
2020,143,marco haller (aut),"+ 5h 46' 27""",bahrain–mclaren,"[5, 46, 27]","[87, 20, 5]","[92, 66, 32]",aut
2020,144,caleb ewan (aus),"+ 5h 50' 25""",lotto–soudal,"[5, 50, 25]","[87, 20, 5]","[92, 70, 30]",aus
2020,145,frederik frison (bel),"+ 6h 01' 48""",lotto–soudal,"[6, 1, 48]","[87, 20, 5]","[93, 21, 53]",bel
2020,146,roger kluge (ger),"+ 6h 07' 02""",lotto–soudal,"[6, 7, 2]","[87, 20, 5]","[93, 27, 7]",ger
2021,1,tadej pogačar (slo),"82h 56' 36""",uae team emirates,"[0, 0, 0]","[82, 56, 36]","[82, 56, 36]",slo
2021,2,jonas vingegaard (den),"+ 5' 20""",team jumbo–visma,"[0, 5, 20]","[82, 56, 36]","[82, 61, 56]",den
2021,3,richard carapaz (ecu),"+ 7' 03""",ineos grenadiers,"[0, 7, 3]","[82, 56, 36]","[82, 63, 39]",ecu
2021,4,ben o'connor (aus),"+ 10' 02""",ag2r citroën team,"[0, 10, 2]","[82, 56, 36]","[82, 66, 38]",aus
2021,5,wilco kelderman (ned),"+ 10' 13""",bora–hansgrohe,"[0, 10, 13]","[82, 56, 36]","[82, 66, 49]",ned
2021,6,enric mas (esp),"+ 11' 43""",movistar team,"[0, 11, 43]","[82, 56, 36]","[82, 67, 79]",esp
2021,7,alexey lutsenko (kaz),"+ 12' 23""",astana–premier tech,"[0, 12, 23]","[82, 56, 36]","[82, 68, 59]",kaz
2021,8,guillaume martin (fra),"+ 15' 33""",cofidis,"[0, 15, 33]","[82, 56, 36]","[82, 71, 69]",fra
2021,9,pello bilbao (esp),"+ 16' 04""",team bahrain victorious,"[0, 16, 4]","[82, 56, 36]","[82, 72, 40]",esp
2021,10,rigoberto urán (col),"+ 18' 34""",ef education–nippo,"[0, 18, 34]","[82, 56, 36]","[82, 74, 70]",col
2021,11,david gaudu (fra),"+ 21' 50""",groupama–fdj,"[0, 21, 50]","[82, 56, 36]","[82, 77, 86]",fra
2021,12,mattia cattaneo (ita),"+ 24' 58""",deceuninck–quick-step,"[0, 24, 58]","[82, 56, 36]","[82, 80, 94]",ita
2021,13,esteban chaves (col),"+ 37' 48""",team bikeexchange,"[0, 37, 48]","[82, 56, 36]","[82, 93, 84]",col
2021,14,louis meintjes (rsa),"+ 38' 09""",intermarché–wanty–gobert matériaux,"[0, 38, 9]","[82, 56, 36]","[82, 94, 45]",rsa
2021,15,aurélien paret-peintre (fra),"+ 39' 09""",ag2r citroën team,"[0, 39, 9]","[82, 56, 36]","[82, 95, 45]",fra
2021,16,wout poels (ned),"+ 50' 35""",team bahrain victorious,"[0, 50, 35]","[82, 56, 36]","[82, 106, 71]",ned
2021,17,dylan teuns (bel),"+ 51' 40""",team bahrain victorious,"[0, 51, 40]","[82, 56, 36]","[82, 107, 76]",bel
2021,18,ruben guerreiro (por),"+ 54' 10""",ef education–nippo,"[0, 54, 10]","[82, 56, 36]","[82, 110, 46]",por
2021,19,wout van aert (bel),"+ 57' 02""",team jumbo–visma,"[0, 57, 2]","[82, 56, 36]","[82, 113, 38]",bel
2021,20,bauke mollema (ned),"+ 1h 02' 18""",trek–segafredo,"[1, 2, 18]","[82, 56, 36]","[83, 58, 54]",ned
2021,21,sergio henao (col),"+ 1h 03' 12""",team qhubeka nexthash,"[1, 3, 12]","[82, 56, 36]","[83, 59, 48]",col
2021,22,franck bonnamour (fra),"+ 1h 04' 35""",b&b hotels p/b ktm,"[1, 4, 35]","[82, 56, 36]","[83, 60, 71]",fra
2021,23,jonathan castroviejo (esp),"+ 1h 06' 20""",ineos grenadiers,"[1, 6, 20]","[82, 56, 36]","[83, 62, 56]",esp
2021,24,alejandro valverde (esp),"+ 1h 07' 50""",movistar team,"[1, 7, 50]","[82, 56, 36]","[83, 63, 86]",esp
2021,25,sergio higuita (col),"+ 1h 09' 16""",ef education–nippo,"[1, 9, 16]","[82, 56, 36]","[83, 65, 52]",col
2021,26,ion izagirre (esp),"+ 1h 23' 39""",astana–premier tech,"[1, 23, 39]","[82, 56, 36]","[83, 79, 75]",esp
2021,27,patrick konrad (aut),"+ 1h 27' 06""",bora–hansgrohe,"[1, 27, 6]","[82, 56, 36]","[83, 83, 42]",aut
2021,28,nairo quintana (col),"+ 1h 33' 11""",arkéa–samsic,"[1, 33, 11]","[82, 56, 36]","[83, 89, 47]",col
2021,29,xandro meurisse (bel),"+ 1h 40' 48""",alpecin–fenix,"[1, 40, 48]","[82, 56, 36]","[83, 96, 84]",bel
2021,30,julian alaphilippe (fra),"+ 1h 43' 06""",deceuninck–quick-step,"[1, 43, 6]","[82, 56, 36]","[83, 99, 42]",fra
2021,31,matej mohorič (slo),"+ 1h 50' 04""",team bahrain victorious,"[1, 50, 4]","[82, 56, 36]","[83, 106, 40]",slo
2021,32,sepp kuss (usa),"+ 1h 50' 04""",team jumbo–visma,"[1, 50, 4]","[82, 56, 36]","[83, 106, 40]",usa
2021,33,emanuel buchmann (ger),"+ 1h 51' 05""",bora–hansgrohe,"[1, 51, 5]","[82, 56, 36]","[83, 107, 41]",ger
2021,34,rafał majka (pol),"+ 1h 54' 04""",uae team emirates,"[1, 54, 4]","[82, 56, 36]","[83, 110, 40]",pol
2021,35,quentin pacher (fra),"+ 1h 55' 34""",b&b hotels p/b ktm,"[1, 55, 34]","[82, 56, 36]","[83, 111, 70]",fra
2021,36,kenny elissonde (fra),"+ 1h 56' 33""",trek–segafredo,"[1, 56, 33]","[82, 56, 36]","[83, 112, 69]",fra
2021,37,julien bernard (fra),"+ 2h 03' 32""",trek–segafredo,"[2, 3, 32]","[82, 56, 36]","[84, 59, 68]",fra
2021,38,richie porte (aus),"+ 2h 06' 39""",ineos grenadiers,"[2, 6, 39]","[82, 56, 36]","[84, 62, 75]",aus
2021,39,jasper stuyven (bel),"+ 2h 07' 39""",trek–segafredo,"[2, 7, 39]","[82, 56, 36]","[84, 63, 75]",bel
2021,40,dan martin (irl),"+ 2h 09' 35""",israel start-up nation,"[2, 9, 35]","[82, 56, 36]","[84, 65, 71]",irl
2021,41,geraint thomas (gbr),"+ 2h 11' 37""",ineos grenadiers,"[2, 11, 37]","[82, 56, 36]","[84, 67, 73]",gbr
2021,42,valentin madouas (fra),"+ 2h 11' 39""",groupama–fdj,"[2, 11, 39]","[82, 56, 36]","[84, 67, 75]",fra
2021,43,neilson powless (usa),"+ 2h 13' 33""",ef education–nippo,"[2, 13, 33]","[82, 56, 36]","[84, 69, 69]",usa
2021,44,davide formolo (ita),"+ 2h 15' 56""",uae team emirates,"[2, 15, 56]","[82, 56, 36]","[84, 71, 92]",ita
2021,45,mark donovan (gbr),"+ 2h 17' 40""",team dsm,"[2, 17, 40]","[82, 56, 36]","[84, 73, 76]",gbr
2021,46,cristián rodríguez (esp),"+ 2h 19' 31""",team totalenergies,"[2, 19, 31]","[82, 56, 36]","[84, 75, 67]",esp
2021,47,pierre latour (fra),"+ 2h 19' 36""",team totalenergies,"[2, 19, 36]","[82, 56, 36]","[84, 75, 72]",fra
2021,48,jan bakelants (bel),"+ 2h 21' 30""",intermarché–wanty–gobert matériaux,"[2, 21, 30]","[82, 56, 36]","[84, 77, 66]",bel
2021,49,stefan küng (sui),"+ 2h 22' 03""",groupama–fdj,"[2, 22, 3]","[82, 56, 36]","[84, 78, 39]",sui
2021,50,nils politt (ger),"+ 2h 22' 44""",bora–hansgrohe,"[2, 22, 44]","[82, 56, 36]","[84, 78, 80]",ger
2021,51,pierre rolland (fra),"+ 2h 23' 11""",b&b hotels p/b ktm,"[2, 23, 11]","[82, 56, 36]","[84, 79, 47]",fra
2021,52,sonny colbrelli (ita),"+ 2h 24' 39""",team bahrain victorious,"[2, 24, 39]","[82, 56, 36]","[84, 80, 75]",ita
2021,53,michael valgren (den),"+ 2h 26' 16""",ef education–nippo,"[2, 26, 16]","[82, 56, 36]","[84, 82, 52]",den
2021,54,dylan van baarle (ned),"+ 2h 27' 07""",ineos grenadiers,"[2, 27, 7]","[82, 56, 36]","[84, 83, 43]",ned
2021,55,jonas rutsch (ger),"+ 2h 29' 33""",ef education–nippo,"[2, 29, 33]","[82, 56, 36]","[84, 85, 69]",ger
2021,56,magnus cort (den),"+ 2h 30' 23""",ef education–nippo,"[2, 30, 23]","[82, 56, 36]","[84, 86, 59]",den
2021,57,omar fraile (esp),"+ 2h 31' 14""",astana–premier tech,"[2, 31, 14]","[82, 56, 36]","[84, 87, 50]",esp
2021,58,michael schär (sui),"+ 2h 35' 18""",ag2r citroën team,"[2, 35, 18]","[82, 56, 36]","[84, 91, 54]",sui
2021,59,silvan dillier (sui),"+ 2h 35' 43""",alpecin–fenix,"[2, 35, 43]","[82, 56, 36]","[84, 91, 79]",sui
2021,60,tao geoghegan hart (gbr),"+ 2h 37' 02""",ineos grenadiers,"[2, 37, 2]","[82, 56, 36]","[84, 93, 38]",gbr
2021,61,élie gesbert (fra),"+ 2h 38' 28""",arkéa–samsic,"[2, 38, 28]","[82, 56, 36]","[84, 94, 64]",fra
2021,62,simon geschke (ger),"+ 2h 38' 51""",cofidis,"[2, 38, 51]","[82, 56, 36]","[84, 94, 87]",ger
2021,63,lorenzo rota (ita),"+ 2h 39' 57""",intermarché–wanty–gobert matériaux,"[2, 39, 57]","[82, 56, 36]","[84, 95, 93]",ita
2021,64,kasper asgreen (den),"+ 2h 43' 41""",deceuninck–quick-step,"[2, 43, 41]","[82, 56, 36]","[84, 99, 77]",den
2021,65,brent van moer (bel),"+ 2h 43' 49""",lotto–soudal,"[2, 43, 49]","[82, 56, 36]","[84, 99, 85]",bel
